sample,V,frequency_tool,tool,J,frequency_TCR
INY2-sorted-T-cells_S15_L007,TRBV13,0.0006970562777194766,MIXCR,,3.725876887712928e-05
INY2-sorted-T-cells_S15_L007,TRBV14,0.00024511869106618974,MIXCR,,2.866855271934666e-05
INY2-sorted-T-cells_S15_L007,TRBV14,0.00014081095847203213,IMREP,,2.866855271934666e-05
INY2-sorted-T-cells_S15_L007,TRBV15,0.00010723942734145798,MIXCR,,1.9146867339635906e-05
INY2-sorted-T-cells_S15_L007,TRBV15,1.6897315016643855e-05,IMREP,,1.9146867339635906e-05
INY2-sorted-T-cells_S15_L007,TRBV16,4.595975457491057e-05,MIXCR,,3.829373467927186e-06
INY2-sorted-T-cells_S15_L007,TRBV16,5.632438338881285e-06,IMREP,,3.829373467927186e-06
INY2-sorted-T-cells_S15_L007,TRBV18,0.0005438570958031081,MIXCR,,3.280841592791656e-05
INY2-sorted-T-cells_S15_L007,TRBV18,0.00036329227285784296,IMREP,,3.280841592791656e-05
INY2-sorted-T-cells_S15_L007,TRBV19,0.001087714191606216,MIXCR,,0.00020409525618250252
INY2-sorted-T-cells_S15_L007,TRBV19,0.0012025255853511517,IMREP,,0.00020409525618250252
INY2-sorted-T-cells_S15_L007,TRBV2,0.000834935541444208,MIXCR,,9.128398374896652e-05
INY2-sorted-T-cells_S15_L007,TRBV2,0.0005210005463465191,IMREP,,9.128398374896652e-05
INY2-sorted-T-cells_S15_L007,TRBV20,0.001325172923576587,MIXCR,,8.724761712061087e-05
INY2-sorted-T-cells_S15_L007,TRBV21,0.0002297987728745529,MIXCR,,5.1437800366481325e-05
INY2-sorted-T-cells_S15_L007,TRBV21,1.126487667776257e-05,IMREP,,5.1437800366481325e-05
INY2-sorted-T-cells_S15_L007,TRBV23,0.00012255934553309484,MIXCR,,4.1398632085699315e-06
INY2-sorted-T-cells_S15_L007,TRBV24,0.0001838390182996423,MIXCR,,1.3661548588280776e-05
INY2-sorted-T-cells_S15_L007,TRBV25,0.00016851910010800544,MIXCR,,1.811190153749343e-05
INY2-sorted-T-cells_S15_L007,TRBV25,9.856767093042246e-05,IMREP,,1.811190153749343e-05
INY2-sorted-T-cells_S15_L007,TRBV27,0.0017311507556549632,MIXCR,,0.00019364210158086237
INY2-sorted-T-cells_S15_L007,TRBV27,0.0012729310645871678,IMREP,,0.00019364210158086237
INY2-sorted-T-cells_S15_L007,TRBV28,0.00037533799569510287,MIXCR,,1.552448703213724e-05
INY2-sorted-T-cells_S15_L007,TRBV28,0.00020276778019972624,IMREP,,1.552448703213724e-05
INY2-sorted-T-cells_S15_L007,TRBV29,0.0010723942734145791,MIXCR,,6.302941735047698e-05
INY2-sorted-T-cells_S15_L007,TRBV29,3.097841086384707e-05,IMREP,,6.302941735047698e-05
INY2-sorted-T-cells_S15_L007,TRBV3,0.0004366176684616502,MIXCR,,7.720844883982887e-05
INY2-sorted-T-cells_S15_L007,TRBV3,0.0002759894786051831,IMREP,,7.720844883982887e-05
INY2-sorted-T-cells_S15_L007,TRBV30,0.00012255934553309484,MIXCR,,9.739028198160713e-05
INY2-sorted-T-cells_S15_L007,TRBV30,0.00025909216358853925,IMREP,,9.739028198160713e-05
INY2-sorted-T-cells_S15_L007,TRBV4,0.001401772514534771,MIXCR,,0.0001257483449603113
INY2-sorted-T-cells_S15_L007,TRBV4,0.0006308330939547034,IMREP,,0.0001257483449603113
INY2-sorted-T-cells_S15_L007,TRBV5,0.0017694505511340554,MIXCR,,0.0002186882739927123
INY2-sorted-T-cells_S15_L007,TRBV5,0.001337704105484302,IMREP,,0.0002186882739927123
INY2-sorted-T-cells_S15_L007,TRBV6,0.37684700763698004,MIXCR,,0.029256206301803114
INY2-sorted-T-cells_S15_L007,TRBV6,0.15347267985783616,IMREP,,0.029256206301803114
INY2-sorted-T-cells_S15_L007,TRBV7,0.005415591080743658,MIXCR,,0.00035882264360280713
INY2-sorted-T-cells_S15_L007,TRBV7,0.003908912207183637,IMREP,,0.00035882264360280713
INY2-sorted-T-cells_S15_L007,TRBV9,0.0008502554596358449,MIXCR,,0.00011601966642017168
JSSBaseline-RNA_GTGAAA,TRBV10,0.0001603720631865929,MIXCR,,0.012821052860360877
JSSBaseline-RNA_GTGAAA,TRBV11,0.00038756581936759947,MIXCR,,0.007095104560007585
JSSBaseline-RNA_GTGAAA,TRBV12,0.0002539224333787721,MIXCR,,0.0006463361434379805
JSSBaseline-RNA_GTGAAA,TRBV12,6.477304089713478e-05,IMREP,,0.0006463361434379805
JSSBaseline-RNA_GTGAAA,TRBV14,2.6728677197765484e-05,MIXCR,,0.0016323480631391227
JSSBaseline-RNA_GTGAAA,TRBV18,4.009301579664822e-05,MIXCR,,0.0018400656996291188
JSSBaseline-RNA_GTGAAA,TRBV19,5.345735439553097e-05,MIXCR,,0.012306260870375235
JSSBaseline-RNA_GTGAAA,TRBV19,5.632438338881285e-06,IMREP,,0.012306260870375235
JSSBaseline-RNA_GTGAAA,TRBV2,4.009301579664822e-05,MIXCR,,0.007795569414897602
JSSBaseline-RNA_GTGAAA,TRBV20,0.00048111618955977865,MIXCR,,0.00026588271457040415
JSSBaseline-RNA_GTGAAA,TRBV21,9.35503701921792e-05,MIXCR,,0.0007612173474757962
JSSBaseline-RNA_GTGAAA,TRBV27,2.6728677197765484e-05,MIXCR,,0.004829564419117682
JSSBaseline-RNA_GTGAAA,TRBV28,0.00013364338598882743,MIXCR,,0.0045371865800124265
JSSBaseline-RNA_GTGAAA,TRBV29,9.355037019217918e-05,MIXCR,,0.0018488629089473269
JSSBaseline-RNA_GTGAAA,TRBV30,2.6728677197765484e-05,MIXCR,,0.0016374193955696172
JSSBaseline-RNA_GTGAAA,TRBV4,0.00010691470879106192,MIXCR,,0.005001575735433756
JSSBaseline-RNA_GTGAAA,TRBV5,0.00012027904738994466,MIXCR,,0.019419580828500368
JSSBaseline-RNA_GTGAAA,TRBV6,0.000414294496565365,MIXCR,,0.016858040468197683
JSSBaseline-RNA_GTGAAA,TRBV6,5.632438338881285e-06,IMREP,,0.016858040468197683
JSSBaseline-RNA_GTGAAA,TRBV7,0.0003474728035709513,MIXCR,,0.013283372084178005
JSSBaseline-RNA_GTGAAA,TRBV7,5.632438338881285e-05,IMREP,,0.013283372084178005
JSSBaseline-RNA_GTGAAA,TRBV9,2.6728677197765484e-05,MIXCR,,0.0027426593756775743
LEK-OT110712A_CCGTCC,TRBV11,0.0002947895939273344,MIXCR,,0.005440090745801541
LEK-OT110712A_CCGTCC,TRBV12,0.000368486992409168,MIXCR,,0.000267021176952761
LEK-OT110712A_CCGTCC,TRBV12,1.126487667776257e-05,IMREP,,0.000267021176952761
LEK-OT110712A_CCGTCC,TRBV13,7.36973984818336e-05,MIXCR,,0.0005897235140607874
LEK-OT110712A_CCGTCC,TRBV15,0.00022109219544550078,MIXCR,,0.0005469794264323023
LEK-OT110712A_CCGTCC,TRBV18,0.00011054609772275039,MIXCR,,0.0028479153977554626
LEK-OT110712A_CCGTCC,TRBV2,0.00047903309013191833,MIXCR,,0.008879799589222102
LEK-OT110712A_CCGTCC,TRBV2,5.632438338881285e-06,IMREP,,0.008879799589222102
LEK-OT110712A_CCGTCC,TRBV20,0.00047903309013191833,MIXCR,,0.00015783228482672856
LEK-OT110712A_CCGTCC,TRBV27,0.0005527304886137519,MIXCR,,0.005895475698744221
LEK-OT110712A_CCGTCC,TRBV27,1.6897315016643855e-05,IMREP,,0.005895475698744221
LEK-OT110712A_CCGTCC,TRBV28,7.36973984818336e-05,MIXCR,,0.003286223414962808
LEK-OT110712A_CCGTCC,TRBV30,0.0013265531726730046,MIXCR,,0.0012141183824933412
LEK-OT110712A_CCGTCC,TRBV30,5.9140602558253496e-05,IMREP,,0.0012141183824933412
LEK-OT110712A_CCGTCC,TRBV4,0.0007369739848183359,MIXCR,,0.009129743830439588
LEK-OT110712A_CCGTCC,TRBV4,1.6897315016643855e-05,IMREP,,0.009129743830439588
LEK-OT110712A_CCGTCC,TRBV5,0.0009949148795047537,MIXCR,,0.015371001603679775
LEK-OT110712A_CCGTCC,TRBV5,4.224328754160964e-05,IMREP,,0.015371001603679775
LEK-OT110712A_CCGTCC,TRBV6,0.0025794089468641757,MIXCR,,0.014777552212731238
LEK-OT110712A_CCGTCC,TRBV6,0.00016897315016643855,IMREP,,0.014777552212731238
LEK-OT110712A_CCGTCC,TRBV7,0.002800501142309677,MIXCR,,0.015436721932115864
LEK-OT110712A_CCGTCC,TRBV7,0.00016334071182755726,IMREP,,0.015436721932115864
LEK-OT110712A_CCGTCC,TRBV9,0.00040533569165008475,MIXCR,,0.001987962312755269
LEK-baseline_CGATGT,TRBV10,0.00019457776624724348,MIXCR,,0.004817972802133688
LEK-baseline_CGATGT,TRBV10,5.632438338881285e-06,IMREP,,0.004817972802133688
LEK-baseline_CGATGT,TRBV11,6.485925541574782e-05,MIXCR,,0.008065902482417297
LEK-baseline_CGATGT,TRBV18,6.485925541574782e-05,MIXCR,,0.009274639042739456
LEK-baseline_CGATGT,TRBV19,6.485925541574782e-05,MIXCR,,0.006659383957305593
LEK-baseline_CGATGT,TRBV20,0.0002594370216629913,MIXCR,,0.0003160785559743146
LEK-baseline_CGATGT,TRBV23,6.485925541574782e-05,MIXCR,,9.262943929175221e-05
LEK-baseline_CGATGT,TRBV27,0.0002594370216629913,MIXCR,,0.010052519339629742
LEK-baseline_CGATGT,TRBV29,6.485925541574782e-05,MIXCR,,0.006263923524306945
LEK-baseline_CGATGT,TRBV4,9.728888312362174e-05,MIXCR,,0.011602380628338129
LEK-baseline_CGATGT,TRBV5,6.485925541574782e-05,MIXCR,,0.023808042822744936
LEK-baseline_CGATGT,TRBV5,1.126487667776257e-05,IMREP,,0.023808042822744936
LEK-baseline_CGATGT,TRBV6,0.00019457776624724348,MIXCR,,0.018119249794688368
LEK-baseline_CGATGT,TRBV7,0.0007458814372811001,MIXCR,,0.020110317004850213
MP-11-28-12RNA_S2,TRBV10,0.002687060768912774,MIXCR,,0.00012398890309666942
MP-11-28-12RNA_S2,TRBV10,3.379463003328771e-05,IMREP,,0.00012398890309666942
MP-11-28-12RNA_S2,TRBV11,0.0010334849111202976,MIXCR,,4.026016970334243e-05
MP-11-28-12RNA_S2,TRBV11,8.448657508321927e-06,IMREP,,4.026016970334243e-05
MP-11-28-12RNA_S2,TRBV14,0.00041339396444811904,MIXCR,,2.2148268165849094e-05
MP-11-28-12RNA_S2,TRBV14,5.632438338881285e-06,IMREP,,2.2148268165849094e-05
MP-11-28-12RNA_S2,TRBV19,0.00041339396444811904,MIXCR,,0.00010525602207789023
MP-11-28-12RNA_S2,TRBV19,1.126487667776257e-05,IMREP,,0.00010525602207789023
MP-11-28-12RNA_S2,TRBV2,0.00041339396444811904,MIXCR,,8.383222997354092e-05
MP-11-28-12RNA_S2,TRBV20,0.00041339396444811904,MIXCR,,4.553849529426924e-06
MP-11-28-12RNA_S2,TRBV27,0.00041339396444811904,MIXCR,,5.050633114455299e-05
MP-11-28-12RNA_S2,TRBV27,5.632438338881285e-06,IMREP,,5.050633114455299e-05
MP-11-28-12RNA_S2,TRBV29,0.00041339396444811904,MIXCR,,2.0285329721992622e-05
MP-11-28-12RNA_S2,TRBV4,0.0012401818933443572,MIXCR,,0.00013247562267423808
MP-11-28-12RNA_S2,TRBV5,0.0016535758577924762,MIXCR,,0.0001723218060567255
MP-11-28-12RNA_S2,TRBV5,4.787572588049091e-05,IMREP,,0.0001723218060567255
MP-11-28-12RNA_S2,TRBV6,0.0006200909466721786,MIXCR,,0.0001714938334150115
MP-11-28-12RNA_S2,TRBV6,8.448657508321927e-06,IMREP,,0.0001714938334150115
MP-11-28-12RNA_S2,TRBV7,0.0035138486978090124,MIXCR,,0.000163628093318728
MP-11-28-12RNA_S2,TRBV7,7.885413674433798e-05,IMREP,,0.000163628093318728
PT0112-B_S3,TRBV15,0.006289308176100629,MIXCR,,0.0004873653962288952
PT0112-B_S3,TRBV2,0.015723270440251572,MIXCR,,0.01100924172713023
PT0112-B_S3,TRBV25,0.006289308176100629,MIXCR,,0.0006100088437827793
PT0112-B_S3,TRBV25,1.126487667776257e-05,IMREP,,0.0006100088437827793
PT0112-B_S3,TRBV28,0.006289308176100629,MIXCR,,0.004250501052818964
PT0112-B_S3,TRBV4,0.006289308176100629,MIXCR,,0.00472482587994086
PT0112-B_S3,TRBV5,0.006289308176100629,MIXCR,,0.012833368953406386
PT0112-B_S3,TRBV7,0.012578616352201259,MIXCR,,0.010697199537784299
PT0285-B_S5,TRBV11,0.00014726456078344746,MIXCR,,0.0006201515086437767
PT0285-B_S5,TRBV28,0.00022089684117517118,MIXCR,,0.0016194109906123417
PT0285-B_S5,TRBV28,1.126487667776257e-05,IMREP,,0.0016194109906123417
PT0285-B_S5,TRBV5,0.00022089684117517118,MIXCR,,0.0032172946925401185
PT0285-B_S5,TRBV7,0.0002945291215668949,MIXCR,,0.00416232196647642
PT0285-B_S5,TRBV7,5.632438338881285e-06,IMREP,,0.00416232196647642
PT0285-B_S5,TRBV9,0.00014726456078344746,MIXCR,,0.0006367109614780553
PT0310_S9,TRBV11,0.007535164099129269,MIXCR,,1.2730079366352537e-05
PT0310_S9,TRBV11,0.00010138389009986313,IMREP,,1.2730079366352537e-05
PT0310_S9,TRBV12,0.008874748827863361,MIXCR,,2.0699316042849653e-07
PT0310_S9,TRBV12,0.00011828120511650699,IMREP,,2.0699316042849653e-07
PT0310_S9,TRBV15,0.0021768251841929,MIXCR,,1.0660147762067572e-05
PT0310_S9,TRBV15,5.069194504993156e-05,IMREP,,1.0660147762067572e-05
PT0310_S9,TRBV18,0.0020093770931011385,MIXCR,,4.1398632085699306e-07
PT0310_S9,TRBV18,5.632438338881285e-06,IMREP,,4.1398632085699306e-07
PT0310_S9,TRBV19,0.004521098459477561,MIXCR,,3.373988514984494e-05
PT0310_S9,TRBV19,4.505950671105028e-05,IMREP,,3.373988514984494e-05
PT0310_S9,TRBV2,0.03148024112525118,MIXCR,,0.0010131280237172763
PT0310_S9,TRBV2,0.00027317325943574235,IMREP,,0.0010131280237172763
PT0310_S9,TRBV20,0.004855994641661085,MIXCR,,2.276924764713462e-06
PT0310_S9,TRBV27,0.01808439383791025,MIXCR,,3.7569258617772114e-05
PT0310_S9,TRBV27,0.00019150290352196365,IMREP,,3.7569258617772114e-05
PT0310_S9,TRBV28,0.003683858004018754,MIXCR,,8.693712737996855e-06
PT0310_S9,TRBV28,1.6897315016643855e-05,IMREP,,8.693712737996855e-06
PT0310_S9,TRBV29,0.0023442732752846614,MIXCR,,5.38182217114091e-06
PT0310_S9,TRBV30,0.00033489618218352315,MIXCR,,6.209794812854896e-07
PT0310_S9,TRBV30,5.632438338881285e-06,IMREP,,6.209794812854896e-07
PT0310_S9,TRBV4,0.01172136637642331,MIXCR,,1.0970637502710318e-05
PT0310_S9,TRBV4,0.000157708273488676,IMREP,,1.0970637502710318e-05
PT0310_S9,TRBV5,0.005023442732752846,MIXCR,,2.2872744227348867e-05
PT0310_S9,TRBV5,3.9427068372169e-05,IMREP,,2.2872744227348867e-05
