Sample,shannon_index_tool,clonotype_count_tool,tool,shannon_index_TCR,clonotype_count_TCR,repertoire_type,tissue,tissue_type,SDI_absolute_error,class,clonality_TCR,clonality_tool,clonality_absolute_error
addsample05,5.448150412462883,1526,CATT,8.906202261834368,12839,high_SDI,PBMC,T_cell_rich,3.4580518493714854,T_cell_rich_high_SDI,0.05856513926335316,0.25677363597038116,0.198208496707028
addsample06,5.98742096205488,485,MIXCR,8.385267120473195,7626,high_SDI,PBMC,T_cell_rich,2.3978461584183144,T_cell_rich_high_SDI,0.06197917716472845,0.031811641723390016,0.030167535441338433
addsample06,5.664263880110435,332,IMREP,8.385267120473195,7626,high_SDI,PBMC,T_cell_rich,2.7210032403627595,T_cell_rich_high_SDI,0.06197917716472845,0.024266634550332622,0.03771254261439583
addsample06,6.582243685315776,1155,TRUST4,8.385267120473195,7626,high_SDI,PBMC,T_cell_rich,1.803023435157419,T_cell_rich_high_SDI,0.06197917716472845,0.06659409420002749,0.004614917035299038
addsample06,5.932705546416744,1846,CATT,8.385267120473195,7626,high_SDI,PBMC,T_cell_rich,2.4525615740564506,T_cell_rich_high_SDI,0.06197917716472845,0.21115783544175382,0.14917865827702537
addsample07,5.003467318751078,154,MIXCR,9.584191914997543,23753,high_SDI,PBMC,T_cell_rich,4.5807245962464656,T_cell_rich_high_SDI,0.04875926275547238,0.006647925105847996,0.04211133764962438
addsample07,4.674761581566434,112,IMREP,9.584191914997543,23753,high_SDI,PBMC,T_cell_rich,4.909430333431109,T_cell_rich_high_SDI,0.04875926275547238,0.009269322918510126,0.03948993983696225
addsample07,5.885240309569547,432,TRUST4,9.584191914997543,23753,high_SDI,PBMC,T_cell_rich,3.698951605427996,T_cell_rich_high_SDI,0.04875926275547238,0.0301866235336945,0.018572639221777876
addsample07,4.428083081861056,943,CATT,9.584191914997543,23753,high_SDI,PBMC,T_cell_rich,5.1561088331364875,T_cell_rich_high_SDI,0.04875926275547238,0.3534763865420699,0.30471712378659754
addsample08,5.316367840930516,259,MIXCR,9.626993665709577,24307,high_SDI,PBMC,T_cell_rich,4.310625824779061,T_cell_rich_high_SDI,0.04669258506690377,0.043272928026403146,0.0034196570405006232
addsample08,5.192897153365524,200,IMREP,9.626993665709577,24307,high_SDI,PBMC,T_cell_rich,4.434096512344053,T_cell_rich_high_SDI,0.04669258506690377,0.019896923096397234,0.026795661970506535
addsample08,5.960664765646896,720,TRUST4,9.626993665709577,24307,high_SDI,PBMC,T_cell_rich,3.6663289000626813,T_cell_rich_high_SDI,0.04669258506690377,0.09402079756948734,0.047328212502583566
addsample08,4.55966653145472,1156,CATT,9.626993665709577,24307,high_SDI,PBMC,T_cell_rich,5.067327134254857,T_cell_rich_high_SDI,0.04669258506690377,0.3534883203765684,0.30679573530966464
addsample09,4.602167317077536,111,MIXCR,9.985733379838402,46941,high_SDI,PBMC,T_cell_rich,5.383566062760866,T_cell_rich_high_SDI,0.07166856078875383,0.02279694144542921,0.048871619343324624
addsample09,4.456104145270787,88,IMREP,9.985733379838402,46941,high_SDI,PBMC,T_cell_rich,5.529629234567615,T_cell_rich_high_SDI,0.07166856078875383,0.004742254176357763,0.06692630661239607
addsample09,5.2923432034665305,385,TRUST4,9.985733379838402,46941,high_SDI,PBMC,T_cell_rich,4.693390176371872,T_cell_rich_high_SDI,0.07166856078875383,0.11101513808696362,0.039346577298209784
addsample09,5.047469040893217,924,CATT,9.985733379838402,46941,high_SDI,PBMC,T_cell_rich,4.938264338945185,T_cell_rich_high_SDI,0.07166856078875383,0.2608461174026686,0.18917755661391478
addsample10,5.036726534190546,189,MIXCR,9.477759425096817,25514,high_SDI,PBMC,T_cell_rich,4.441032890906271,T_cell_rich_high_SDI,0.06595292427080135,0.039113005698304226,0.026839918572497123
addsample10,4.58509489971689,116,IMREP,9.477759425096817,25514,high_SDI,PBMC,T_cell_rich,4.892664525379927,T_cell_rich_high_SDI,0.06595292427080135,0.03544590185849783,0.03050702241230352
addsample10,5.707774865629714,531,TRUST4,9.477759425096817,25514,high_SDI,PBMC,T_cell_rich,3.769984559467103,T_cell_rich_high_SDI,0.06595292427080135,0.09035994571472261,0.024407021443921262
addsample10,4.23958599350299,1016,CATT,9.477759425096817,25514,high_SDI,PBMC,T_cell_rich,5.238173431593827,T_cell_rich_high_SDI,0.06595292427080135,0.387664153985264,0.32171122971446264
